epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,685.363,1.63151,0.6176,0.0018,0.83082,0.61591,0.67451,0.28443,2.38115,1.11087,0.00242,0.000682303,0.000682303,0.000682303
181,689.334,1.71086,0.579,0.00213,0.82159,0.62061,0.68608,0.28983,2.34522,1.09748,0.00236,0.000676802,0.000676802,0.000676802
182,692.703,1.6874,0.58286,0.002,0.81146,0.62828,0.69757,0.28833,2.34222,1.08764,0.00235,0.000671301,0.000671301,0.000671301
183,696.159,1.65904,0.69524,0.00195,0.83204,0.6538,0.7019,0.29749,2.33298,1.02163,0.00241,0.0006658,0.0006658,0.0006658
184,700.366,1.58829,0.60906,0.00185,0.79137,0.68895,0.6996,0.29042,2.35079,1.03398,0.00242,0.000660299,0.000660299,0.000660299
185,703.835,1.65401,0.66222,0.00178,0.71067,0.68596,0.66549,0.27669,2.3468,1.10582,0.00241,0.000654798,0.000654798,0.000654798
186,707.294,1.60129,0.5899,0.00177,0.84585,0.61008,0.67005,0.27776,2.38496,1.1023,0.00245,0.000649297,0.000649297,0.000649297
187,710.769,1.45414,0.54679,0.00191,0.80583,0.62853,0.68622,0.29022,2.36498,1.05415,0.00253,0.000643795,0.000643795,0.000643795
188,715.022,1.59013,0.64971,0.00189,0.83412,0.62713,0.69867,0.2934,2.38117,1.06142,0.00255,0.000638294,0.000638294,0.000638294
189,718.38,1.61849,0.59205,0.00208,0.81415,0.64616,0.70751,0.28733,2.42067,1.06292,0.00256,0.000632793,0.000632793,0.000632793
190,721.704,1.57344,0.55412,0.00218,0.77991,0.64277,0.70131,0.2889,2.40873,1.09893,0.00256,0.000627292,0.000627292,0.000627292
191,725.74,1.65981,0.64021,0.00161,0.85744,0.6218,0.69407,0.2905,2.39965,1.12553,0.00257,0.000621791,0.000621791,0.000621791
192,729.466,1.57137,0.56103,0.00206,0.856,0.6263,0.69475,0.29832,2.39547,1.14588,0.00256,0.00061629,0.00061629,0.00061629
193,732.859,1.62417,0.59863,0.00182,0.83826,0.62149,0.68632,0.29375,2.36053,1.19467,0.00244,0.000610789,0.000610789,0.000610789
194,736.263,1.60598,0.6249,0.00163,0.84681,0.63213,0.6851,0.28153,2.36342,1.20316,0.00242,0.000605288,0.000605288,0.000605288
195,740.731,1.66385,0.65438,0.00177,0.79674,0.62003,0.68323,0.28234,2.36588,1.15075,0.00238,0.000599787,0.000599787,0.000599787
196,744.218,1.52375,0.57739,0.00176,0.81115,0.63073,0.69014,0.29041,2.35674,1.09873,0.00239,0.000594286,0.000594286,0.000594286
197,747.626,1.47951,0.59925,0.00204,0.81388,0.65002,0.69572,0.29174,2.39442,1.10907,0.00254,0.000588784,0.000588784,0.000588784
198,751.672,1.49625,0.5286,0.00206,0.82864,0.64976,0.69716,0.28649,2.42757,1.11226,0.00256,0.000583283,0.000583283,0.000583283
199,755.401,1.57461,0.62373,0.00173,0.89985,0.60882,0.70037,0.28961,2.39386,1.16501,0.00247,0.000577782,0.000577782,0.000577782
200,758.787,1.54152,0.55118,0.00191,0.88938,0.61271,0.69906,0.28901,2.36457,1.24733,0.00243,0.000572281,0.000572281,0.000572281
201,762.148,1.54291,0.54483,0.00177,0.87578,0.62088,0.69931,0.30411,2.32686,1.22628,0.00241,0.00056678,0.00056678,0.00056678
202,766.522,1.5868,0.54878,0.00192,0.86641,0.62149,0.70156,0.31159,2.28769,1.22924,0.00237,0.000561279,0.000561279,0.000561279
203,769.939,1.54875,0.51585,0.00168,0.83637,0.61801,0.69223,0.30789,2.3366,1.14426,0.00237,0.000555778,0.000555778,0.000555778
204,773.339,1.51269,0.54127,0.00192,0.81504,0.64945,0.69334,0.30725,2.36525,1.10563,0.00243,0.000550277,0.000550277,0.000550277
205,777.42,1.6467,0.59851,0.00191,0.81009,0.63826,0.68757,0.30253,2.35281,1.1068,0.0024,0.000544776,0.000544776,0.000544776
206,781.075,1.58989,0.5981,0.00196,0.82232,0.64701,0.70227,0.30778,2.34713,1.06417,0.00241,0.000539275,0.000539275,0.000539275
207,784.49,1.45991,0.49383,0.00174,0.84344,0.61343,0.70508,0.31543,2.26658,1.04593,0.00236,0.000533773,0.000533773,0.000533773
208,787.945,1.54384,0.52626,0.0016,0.83316,0.63029,0.7178,0.31547,2.2572,1.06087,0.00236,0.000528272,0.000528272,0.000528272
209,792.31,1.58559,0.57324,0.00191,0.85868,0.60632,0.69455,0.30335,2.28382,1.11097,0.00235,0.000522771,0.000522771,0.000522771
210,795.634,1.52051,0.53594,0.002,0.88195,0.59571,0.68199,0.28925,2.32786,1.14653,0.00242,0.00051727,0.00051727,0.00051727
211,799.138,1.55485,0.5767,0.00208,0.85682,0.60361,0.66183,0.27444,2.42512,1.11651,0.00254,0.000511769,0.000511769,0.000511769
212,803.1,1.56539,0.65062,0.00181,0.86447,0.59771,0.66937,0.27819,2.39228,1.11902,0.00252,0.000506268,0.000506268,0.000506268
213,806.961,1.50264,0.51895,0.00169,0.85531,0.60498,0.69558,0.29614,2.35644,1.0436,0.00244,0.000500767,0.000500767,0.000500767
214,810.381,1.51119,0.54377,0.00173,0.86302,0.6081,0.69336,0.29031,2.34728,1.01113,0.00243,0.000495266,0.000495266,0.000495266
215,813.797,1.63193,0.53299,0.00181,0.8851,0.6115,0.69622,0.30126,2.31762,1.00559,0.00244,0.000489765,0.000489765,0.000489765
216,818.242,1.54768,0.52336,0.00163,0.87675,0.58981,0.68233,0.29323,2.33086,1.02282,0.00244,0.000484263,0.000484263,0.000484263
217,821.653,1.58119,0.54846,0.00147,0.84446,0.58149,0.66369,0.27295,2.39674,1.06006,0.00248,0.000478762,0.000478762,0.000478762
218,825.009,1.42497,0.51742,0.00196,0.83405,0.57848,0.65104,0.26987,2.41025,1.05539,0.00248,0.000473261,0.000473261,0.000473261
219,828.791,1.50182,0.55227,0.00192,0.86071,0.59627,0.66568,0.26929,2.41525,1.02924,0.00247,0.00046776,0.00046776,0.00046776
220,832.864,1.50887,0.60929,0.00221,0.88324,0.59636,0.66643,0.27502,2.39834,1.04399,0.00245,0.000462259,0.000462259,0.000462259
221,836.296,1.69481,0.58496,0.00178,0.8513,0.60618,0.68645,0.29225,2.34261,1.04269,0.00242,0.000456758,0.000456758,0.000456758
222,839.749,1.67689,0.6462,0.00153,0.89805,0.57848,0.68224,0.29605,2.32687,1.05549,0.00241,0.000451257,0.000451257,0.000451257
223,844.321,1.46292,0.47024,0.00172,0.90555,0.607,0.70398,0.30026,2.28455,1.07122,0.00241,0.000445756,0.000445756,0.000445756
224,847.784,1.469,0.54714,0.00155,0.8864,0.60375,0.68606,0.29853,2.29444,1.07017,0.00243,0.000440255,0.000440255,0.000440255
225,851.22,1.56255,0.56069,0.00179,0.87588,0.61425,0.69654,0.29819,2.30723,1.08743,0.00246,0.000434754,0.000434754,0.000434754
226,855.004,1.55889,0.54209,0.00204,0.85072,0.62323,0.68731,0.30006,2.33599,1.08876,0.00248,0.000429253,0.000429253,0.000429253
227,859.101,1.67765,0.63863,0.00174,0.92727,0.59386,0.67543,0.29576,2.34613,1.06832,0.00247,0.000423751,0.000423751,0.000423751
228,862.516,1.5664,0.54882,0.0017,0.9279,0.60241,0.67922,0.28985,2.37257,1.01329,0.00247,0.00041825,0.00041825,0.00041825
229,865.943,1.53781,0.52569,0.00145,0.92891,0.61397,0.69378,0.29764,2.30339,1.00345,0.00238,0.000412749,0.000412749,0.000412749
230,871.29,1.44745,0.54478,0.00161,0.89233,0.6277,0.70123,0.30128,2.27589,1.01398,0.00236,0.000407248,0.000407248,0.000407248
231,874.742,1.63321,0.53772,0.00177,0.91203,0.61692,0.69379,0.3054,2.29208,1.05265,0.00237,0.000401747,0.000401747,0.000401747
232,878.199,1.41572,0.51185,0.0016,0.89834,0.63068,0.69093,0.30146,2.31405,1.05917,0.00239,0.000396246,0.000396246,0.000396246
233,882.133,1.45875,0.51329,0.00176,0.84292,0.63701,0.68507,0.30347,2.27784,1.10204,0.00237,0.000390745,0.000390745,0.000390745
234,886.079,1.40098,0.49333,0.00158,0.85806,0.6181,0.68312,0.30473,2.26799,1.11776,0.00235,0.000385244,0.000385244,0.000385244
235,889.578,1.50814,0.57177,0.00162,0.91753,0.60052,0.68039,0.30772,2.24556,1.12584,0.00233,0.000379743,0.000379743,0.000379743
236,892.999,1.48958,0.60366,0.00149,0.88237,0.59054,0.67321,0.30758,2.23737,1.1314,0.0023,0.000374242,0.000374242,0.000374242
237,897.507,1.43888,0.55225,0.00162,0.89722,0.62149,0.68521,0.31701,2.24938,1.09427,0.00232,0.00036874,0.00036874,0.00036874
238,900.919,1.52371,0.60523,0.00172,0.88508,0.61587,0.70365,0.31221,2.27331,1.0682,0.00235,0.000363239,0.000363239,0.000363239
239,904.354,1.43859,0.53215,0.00164,0.89633,0.65052,0.72919,0.31117,2.32798,1.02963,0.00241,0.000357738,0.000357738,0.000357738
240,907.992,1.50292,0.55304,0.00183,0.88753,0.64307,0.73478,0.30622,2.34596,1.01605,0.00242,0.000352237,0.000352237,0.000352237
241,912.287,1.51643,0.56549,0.00156,0.91322,0.63043,0.72311,0.31104,2.31618,1.00918,0.0024,0.000346736,0.000346736,0.000346736
242,915.758,1.43548,0.58257,0.00158,0.88942,0.62759,0.71237,0.31031,2.30173,0.97974,0.00238,0.000341235,0.000341235,0.000341235
243,919.395,1.44173,0.55053,0.00147,0.8816,0.6428,0.71203,0.30116,2.30627,0.97088,0.00235,0.000335734,0.000335734,0.000335734
244,923.833,1.50431,0.56784,0.00176,0.89946,0.61326,0.69868,0.29806,2.31302,0.97394,0.00234,0.000330233,0.000330233,0.000330233
245,927.201,1.5182,0.55655,0.0015,0.90636,0.61764,0.6953,0.30077,2.32266,0.99482,0.00234,0.000324732,0.000324732,0.000324732
246,930.654,1.50298,0.54962,0.00153,0.91627,0.61764,0.69794,0.30699,2.29423,1.00611,0.00232,0.000319231,0.000319231,0.000319231
247,934.154,1.43045,0.51383,0.0016,0.90633,0.63213,0.71768,0.31422,2.28838,0.9758,0.00233,0.000313729,0.000313729,0.000313729
248,938.54,1.4431,0.50432,0.00159,0.93471,0.62268,0.72333,0.31821,2.28743,0.97064,0.00232,0.000308228,0.000308228,0.000308228
249,942.019,1.42718,0.47487,0.00153,0.93514,0.62274,0.72559,0.32454,2.26105,0.96363,0.0023,0.000302727,0.000302727,0.000302727
250,945.575,1.44686,0.48832,0.00158,0.92876,0.6231,0.73222,0.32377,2.26742,0.94764,0.00229,0.000297226,0.000297226,0.000297226
251,950.014,1.52401,0.63674,0.00157,0.82411,0.64976,0.71766,0.32274,2.26969,0.94724,0.00228,0.000291725,0.000291725,0.000291725
252,953.614,1.44898,0.46726,0.0016,0.84864,0.6442,0.7143,0.32086,2.28524,0.94107,0.00229,0.000286224,0.000286224,0.000286224
253,957.221,1.43778,0.54211,0.0016,0.88505,0.64067,0.71883,0.31902,2.30936,0.90997,0.00235,0.000280723,0.000280723,0.000280723
254,960.707,1.37663,0.44924,0.00151,0.87888,0.63488,0.70038,0.31536,2.31213,0.90332,0.00235,0.000275222,0.000275222,0.000275222
255,965.066,1.41219,0.4878,0.00174,0.88853,0.66321,0.73563,0.32588,2.31813,0.90948,0.00235,0.000269721,0.000269721,0.000269721
256,968.578,1.48777,0.55611,0.00183,0.919,0.66405,0.74505,0.32794,2.31823,0.89985,0.00236,0.00026422,0.00026422,0.00026422
257,972.175,1.38692,0.49822,0.00189,0.88513,0.6679,0.73909,0.31924,2.3503,0.91276,0.00238,0.000258718,0.000258718,0.000258718
258,976.607,1.43153,0.51149,0.00161,0.90674,0.66457,0.73188,0.32186,2.31117,0.94554,0.00235,0.000253217,0.000253217,0.000253217
259,980.296,1.4834,0.57072,0.0015,0.86219,0.65058,0.70885,0.31802,2.31335,0.92525,0.00233,0.000247716,0.000247716,0.000247716
260,983.727,1.29794,0.45481,0.00197,0.86348,0.63552,0.71377,0.31344,2.28857,0.94306,0.00229,0.000242215,0.000242215,0.000242215
261,987.265,1.39731,0.48466,0.0016,0.81827,0.645,0.69968,0.3056,2.29555,0.9354,0.0023,0.000236714,0.000236714,0.000236714
262,991.554,1.40539,0.49417,0.00152,0.82066,0.64329,0.69434,0.30693,2.27617,0.95686,0.00229,0.000231213,0.000231213,0.000231213
263,995.084,1.55866,0.57215,0.00149,0.88707,0.62488,0.71324,0.31204,2.24248,0.93313,0.0023,0.000225712,0.000225712,0.000225712
264,998.545,1.49436,0.56548,0.00151,0.83988,0.64277,0.71297,0.32141,2.25053,0.93345,0.00232,0.000220211,0.000220211,0.000220211
265,1002.75,1.34881,0.49263,0.00146,0.89617,0.65341,0.7195,0.32494,2.28488,0.93373,0.00239,0.00021471,0.00021471,0.00021471
266,1006.44,1.45518,0.53871,0.00157,0.90188,0.65891,0.71975,0.32134,2.29907,0.93811,0.00241,0.000209209,0.000209209,0.000209209
267,1010,1.45898,0.48428,0.00143,0.89076,0.63213,0.70668,0.31605,2.31655,0.96443,0.00242,0.000203707,0.000203707,0.000203707
268,1013.59,1.48428,0.56033,0.0014,0.84342,0.65002,0.70594,0.31507,2.33125,0.95867,0.00243,0.000198206,0.000198206,0.000198206
269,1017.86,1.34022,0.49993,0.00154,0.88476,0.61425,0.68781,0.30164,2.33855,0.96058,0.0024,0.000192705,0.000192705,0.000192705
270,1021.32,1.46971,0.5449,0.00152,0.88212,0.61918,0.68645,0.30473,2.31672,0.96035,0.00239,0.000187204,0.000187204,0.000187204
271,1024.77,1.43117,0.47348,0.00167,0.83082,0.639,0.68633,0.3051,2.31104,0.96255,0.00237,0.000181703,0.000181703,0.000181703
272,1029.08,1.43783,0.50802,0.00144,0.88761,0.60361,0.68511,0.30534,2.3139,0.97698,0.00236,0.000176202,0.000176202,0.000176202
273,1032.69,1.37298,0.49914,0.00146,0.89529,0.61074,0.68329,0.31437,2.29365,0.99449,0.00234,0.000170701,0.000170701,0.000170701
274,1036.08,1.36082,0.4933,0.00151,0.90357,0.61918,0.69169,0.31457,2.27847,1.00239,0.00234,0.0001652,0.0001652,0.0001652
275,1039.65,1.45508,0.47777,0.00159,0.8946,0.61085,0.69013,0.30957,2.28514,1.01994,0.00235,0.000159699,0.000159699,0.000159699
276,1043.94,1.41851,0.45859,0.00148,0.89487,0.61085,0.68902,0.30858,2.29015,1.02518,0.00236,0.000154198,0.000154198,0.000154198
277,1047.33,1.3499,0.48836,0.0017,0.90288,0.61862,0.69676,0.30189,2.29874,1.06797,0.00237,0.000148696,0.000148696,0.000148696
278,1050.72,1.39413,0.48588,0.0015,0.90334,0.61869,0.69665,0.30459,2.30098,1.05073,0.00237,0.000143195,0.000143195,0.000143195
279,1054.94,1.40257,0.4792,0.00149,0.91103,0.62603,0.7082,0.30478,2.3033,1.04314,0.00236,0.000137694,0.000137694,0.000137694
280,1058.68,1.46424,0.51952,0.00156,0.90942,0.62544,0.71224,0.30857,2.29418,1.03951,0.00235,0.000132193,0.000132193,0.000132193
281,1062.15,1.46784,0.52539,0.00158,0.90421,0.6181,0.69477,0.30539,2.28805,1.03289,0.00233,0.000126692,0.000126692,0.000126692
282,1065.55,1.41306,0.53128,0.00175,0.89629,0.6181,0.68387,0.30536,2.29344,1.00795,0.00234,0.000121191,0.000121191,0.000121191
283,1070.07,1.38205,0.51239,0.00158,0.89992,0.61085,0.69164,0.30774,2.28941,0.99863,0.00233,0.00011569,0.00011569,0.00011569
284,1073.46,1.29763,0.43974,0.00158,0.89783,0.61085,0.69146,0.30433,2.28951,0.99418,0.00234,0.000110189,0.000110189,0.000110189
285,1076.95,1.34609,0.45761,0.00169,0.89726,0.61085,0.69257,0.30744,2.30167,1.00884,0.00234,0.000104688,0.000104688,0.000104688
286,1080.83,1.37557,0.48044,0.00144,0.89743,0.61085,0.69322,0.30661,2.31901,1.01384,0.00235,9.91865e-05,9.91865e-05,9.91865e-05
287,1084.8,1.39731,0.46829,0.00148,0.89494,0.6122,0.69698,0.3048,2.3342,0.99361,0.00237,9.36854e-05,9.36854e-05,9.36854e-05
288,1088.23,1.39965,0.48163,0.00158,0.89555,0.61125,0.69717,0.30274,2.33349,0.98637,0.00238,8.81843e-05,8.81843e-05,8.81843e-05
289,1091.73,1.39802,0.47472,0.00149,0.89904,0.61109,0.68921,0.30172,2.32084,0.99064,0.00239,8.26832e-05,8.26832e-05,8.26832e-05
290,1096.11,1.22508,0.44383,0.00172,0.90312,0.61085,0.68963,0.29825,2.3356,0.99655,0.00239,7.71821e-05,7.71821e-05,7.71821e-05
291,1100.99,1.3188,0.43533,0.0018,0.87793,0.60938,0.6757,0.30023,2.34931,1.00174,0.0024,7.1681e-05,7.1681e-05,7.1681e-05
292,1104.43,1.34644,0.4389,0.00175,0.8668,0.61422,0.67822,0.30519,2.3349,0.99156,0.0024,6.61799e-05,6.61799e-05,6.61799e-05
293,1108.7,1.32482,0.43147,0.00152,0.86137,0.60546,0.67697,0.30243,2.33388,1.02115,0.0024,6.06788e-05,6.06788e-05,6.06788e-05
294,1112.2,1.37301,0.47499,0.00186,0.86438,0.60301,0.6768,0.3048,2.34375,1.00089,0.00241,5.51777e-05,5.51777e-05,5.51777e-05
295,1115.69,1.39615,0.46644,0.00196,0.85842,0.61129,0.68887,0.30678,2.31572,1.01387,0.0024,4.96766e-05,4.96766e-05,4.96766e-05
296,1119.15,1.33931,0.47482,0.00162,0.85825,0.6061,0.68847,0.30742,2.33339,0.99973,0.00241,4.41755e-05,4.41755e-05,4.41755e-05
297,1123.43,1.34683,0.46856,0.00163,0.86456,0.61529,0.6882,0.30454,2.3402,1.00523,0.00241,3.86744e-05,3.86744e-05,3.86744e-05
298,1126.89,1.32838,0.44723,0.00152,0.86233,0.61694,0.68878,0.30528,2.34088,1.00462,0.00241,3.31733e-05,3.31733e-05,3.31733e-05
299,1130.4,1.3214,0.44642,0.00165,0.86599,0.61638,0.68976,0.30441,2.34529,1.00287,0.00241,2.76722e-05,2.76722e-05,2.76722e-05
300,1134.72,1.31183,0.38943,0.00165,0.86802,0.61546,0.68903,0.30462,2.34035,1.00636,0.0024,2.21711e-05,2.21711e-05,2.21711e-05
